# Strong transit signal - CONFIRMED exoplanet
# 2306 values: 2049 global view + 257 local view
-0.00007205,-0.00007418,-0.00003111,0.00038781,-0.00001471,-0.00068733,0.00023977,-0.00004779,-0.00001034,0.00016833,
0.00023879,0.00071667,0.00047545,0.00021462,-0.00019757,-0.00032351,0.00031921,0.00086378,0.00024127,0.00017948,
0.00051071,-0.00046978,0.00011302,0.00052650,0.00073016,0.00018528,0.00050602,0.00045393,0.00073309,-0.00020260,
0.00065021,-0.00037912,-0.00091979,0.00009876,-0.00004368,0.00086423,0.00077034,-0.00015937,0.00088580,-0.00002705,
0.00044284,0.00035091,0.00056694,0.00093091,0.00085263,0.00072019,0.00088201,0.00080806,0.00026708,0.00023362,
0.00036903,0.00086536,0.00050231,0.00180688,0.00024097,0.00011278,0.00105802,0.00139625,0.00094968,0.00112624,
0.00143296,0.00068421,0.00003115,0.00048798,0.00124181,0.00005485,0.00080475,0.00092587,0.00065269,0.00118350,
0.00112325,0.00200470,0.00116509,0.00056149,0.00059633,0.00047245,0.00137536,0.00062675,0.00088595,0.00130660,
0.00058106,0.00080677,0.00004372,0.00043386,0.00070193,0.00120434,0.00160382,0.00100843,0.00115889,0.00112270,
0.00159155,0.00150628,0.00120684,0.00057487,0.00154234,0.00129144,0.00172461,0.00110637,0.00210801,0.00096212,
0.00194815,0.00121919,0.00091346,0.00061730,0.00111588,0.00191289,0.00161921,0.00156521,0.00004253,0.00159560,
0.00152765,0.00098431,0.00095509,0.00127709,0.00215010,0.00076948,0.00109244,0.00199651,0.00110176,0.00115187,
0.00139201,0.00073154,0.00147117,0.00076536,0.00182168,0.00138953,0.00253847,0.00154593,0.00209706,0.00077123,
0.00137039,0.00160158,0.00232135,0.00061647,0.00196062,0.00176931,0.00224868,0.00184631,0.00152431,0.00124555,
0.00089033,0.00162012,0.00143449,0.00254834,0.00124051,0.00171397,0.00077697,0.00137138,0.00170727,0.00199619,
0.00231572,0.00157700,0.00104779,0.00184262,0.00187941,0.00187390,0.00128503,0.00220890,0.00169313,0.00200600,
0.00229998,0.00197436,0.00181971,0.00275951,0.00181156,0.00154826,0.00175869,0.00245050,0.00177481,0.00198142,
0.00232581,0.00147766,0.00087689,0.00189590,0.00186701,0.00145402,0.00219939,0.00207338,0.00127778,0.00204001,
0.00168840,0.00105042,0.00202382,0.00178009,0.00143534,0.00207466,0.00206238,0.00153464,0.00202860,0.00234089,
0.00148189,0.00203347,0.00184914,0.00298543,0.00092586,0.00220918,0.00171286,0.00182027,0.00282547,0.00187463,
0.00300356,0.00166611,0.00206647,0.00164975,0.00155371,0.00193411,0.00176533,0.00201153,0.00086137,0.00291864,
0.00183736,0.00279570,0.00142400,0.00207706,0.00351642,0.00150218,0.00119241,0.00166975,0.00218212,0.00229535,
0.00259659,0.00182555,0.00115551,0.00174162,0.00258168,0.00219676,0.00098774,0.00195089,0.00266964,0.00303589,
0.00225545,0.00213117,0.00135825,0.00155849,0.00200526,0.00223502,0.00227505,0.00174732,0.00141184,0.00160024,
0.00141188,0.00231324,0.00083648,0.00182700,0.00221952,0.00275645,0.00203189,0.00249759,0.00179809,0.00162595,
0.00166145,0.00276273,0.00249651,0.00224336,0.00366498,0.00198379,0.00231017,0.00215376,0.00188891,0.00315775,
0.00275270,0.00129932,0.00179872,0.00221232,0.00238918,0.00132273,0.00086846,0.00104226,0.00195903,0.00194204,
0.00216523,0.00160670,0.00137825,0.00097761,0.00215241,0.00217145,0.00248146,0.00237882,0.00188645,0.00265475,
0.00191017,0.00164610,0.00171431,0.00168021,0.00088769,0.00204658,0.00209115,0.00178279,0.00160465,0.00214504,
0.00281507,0.00197318,0.00169759,0.00165296,0.00191100,0.00131062,0.00187743,0.00196764,0.00285629,0.00240253,
0.00244457,0.00156777,0.00225582,0.00134772,0.00206986,0.00211965,0.00152341,0.00290256,0.00218274,0.00094381,
0.00216764,0.00168348,0.00188378,0.00211180,0.00206994,0.00085079,0.00128683,0.00224785,0.00250761,0.00280400,
