# No transit signal - FALSE POSITIVE
# 2306 values: 2049 global view + 257 local view
-0.00004417,-0.00389832,-0.00242504,0.00109302,-0.00119257,-0.00160652,0.00123531,-0.00229409,0.00110661,-0.00076216,
0.00086120,0.00007249,-0.00152151,0.00038505,0.00010733,0.00096160,0.00078825,0.00157829,-0.00238924,-0.00011243,
-0.00061464,-0.00315054,-0.00176716,-0.00083509,0.00294797,-0.00040093,0.00197236,0.00116050,-0.00251276,0.00367790,
0.00002395,-0.00175827,0.00108338,-0.00032324,0.00064789,-0.00032689,-0.00170953,0.00120112,-0.00160228,0.00265466,
-0.00109733,0.00424357,0.00148300,-0.00159735,-0.00046870,-0.00188402,-0.00134350,0.00202753,-0.00206486,-0.00112088,
0.00020961,0.00071078,0.00072441,0.00252078,0.00234095,0.00268014,0.00166140,0.00034327,-0.00138030,-0.00123425,
0.00276643,-0.00087970,-0.00053480,0.00042714,0.00092874,-0.00003284,0.00118485,0.00163119,0.00164003,-0.00013653,
-0.00186256,0.00038196,0.00324371,0.00100772,0.00211305,0.00089826,0.00263188,0.00406473,0.00098582,0.00231536,
-0.00120541,-0.00179789,0.00006369,0.00175979,0.00082617,0.00143425,0.00242730,0.00176200,-0.00100743,0.00244390,
0.00294408,0.00121256,0.00251093,0.00108225,0.00346106,0.00073668,0.00413937,0.00153601,0.00222816,0.00079361,
0.00092011,0.00175653,0.00059320,-0.00184343,0.00244341,-0.00045676,-0.00108626,0.00067174,0.00383505,0.00161346,
0.00022121,-0.00013583,0.00277540,0.00266783,0.00260705,0.00196490,0.00110669,-0.00144602,0.00180964,0.00242074,
-0.00036991,0.00153785,0.00144946,0.00220664,0.00225074,0.00022984,0.00290235,0.00225242,0.00134816,0.00197437,
0.00087267,0.00078493,0.00173129,-0.00007043,-0.00151836,0.00182826,0.00104418,0.00434437,0.00135389,0.00112248,
0.00156057,0.00185638,0.00237151,0.00145760,0.00096638,0.00128741,0.00200722,0.00173456,0.00324977,0.00123862,
0.00071900,0.00126310,0.00244577,0.00360118,-0.00079866,0.00391021,0.00063195,-0.00001160,0.00223482,-0.00082370,
0.00297107,0.00405081,0.00268665,0.00310559,0.00373125,0.00120602,0.00292442,0.00367019,0.00157704,0.00027464,
0.00196950,0.00136519,0.00148257,-0.00046368,0.00346565,0.00273191,0.00016953,-0.00164456,0.00063175,0.00076555,
0.00242539,0.00358075,0.00375574,0.00235563,0.00088955,0.00249875,0.00161977,0.00329836,0.00191337,0.00119205,
0.00173632,0.00206723,0.00106186,0.00166812,0.00425310,0.00409527,0.00070376,0.00193015,-0.00030881,0.00078332,
0.00038772,0.00525973,0.00166554,0.00373549,0.00245090,0.00246034,0.00238391,0.00353445,0.00308294,0.00323548,
0.00242661,0.00057199,0.00319220,0.00055171,0.00313793,0.00147384,0.00437064,0.00214252,0.00114827,0.00246623,
-0.00030713,0.00191826,0.00110800,-0.00059863,0.00163324,-0.00109452,0.00198863,0.00071845,-0.00079501,0.00340918,
